0.5,50
1.5,49
2.5,49
3.5,49
4.5,49
5.5,49
6.5,49
7.5,49
8.5,49
9.5,49
10.5,48
11.5,48
12.5,48
13.5,47
14.5,47
15.5,47
16.5,46
17.5,46
18.5,46
19.5,45
20.5,45
21.5,44
22.5,44
23.5,43
24.5,43
25.5,42
26.5,42
27.5,41
28.5,40
29.5,40
30.5,39
31.5,39
32.5,38
33.5,37
34.5,37
35.5,36
36.5,35
37.5,34
38.5,34
39.5,33
40.5,32
41.5,31
42.5,31
43.5,30
44.5,29
45.5,28
46.5,28
47.5,27
48.5,26
49.5,25
50.5,24
51.5,24
52.5,23
53.5,22
54.5,21
55.5,21
56.5,20
57.5,19
58.5,18
59.5,18
60.5,17
61.5,16
62.5,15
63.5,15
64.5,14
65.5,13
66.5,12
67.5,12
68.5,11
69.5,10
70.5,10
71.5,9
72.5,9
73.5,8
74.5,7
75.5,7
76.5,6
77.5,6
78.5,5
79.5,5
80.5,4
81.5,4
82.5,3
83.5,3
84.5,3
85.5,2
86.5,2
87.5,2
88.5,1
89.5,1
90.5,1
91.5,0
92.5,0
93.5,0
94.5,0
95.5,0
96.5,0
97.5,0
98.5,0
99.5,0
100.5,0
101.5,0
102.5,0
103.5,0
104.5,0
105.5,0
106.5,0
107.5,0
108.5,0
109.5,0
110.5,1
111.5,1
112.5,1
113.5,2
114.5,2
115.5,2
116.5,3
117.5,3
118.5,3
119.5,4
120.5,4
121.5,5
122.5,5
123.5,6
124.5,6
125.5,7
126.5,7
127.5,8
128.5,9
129.5,9
130.5,10
131.5,10
132.5,11
133.5,12
134.5,12
135.5,13
136.5,14
137.5,15
138.5,15
139.5,16
140.5,17
141.5,18
142.5,18
143.5,19
144.5,20
145.5,21
146.5,21
147.5,22
148.5,23
149.5,24
150.5,24
151.5,25
152.5,26
153.5,27
154.5,28
155.5,28
156.5,29
157.5,30
158.5,31
159.5,31
160.5,32
161.5,33
162.5,34
163.5,34
164.5,35
165.5,36
166.5,37
167.5,37
168.5,38
169.5,39
170.5,39
171.5,40
172.5,40
173.5,41
174.5,42
175.5,42
176.5,43
177.5,43
178.5,44
179.5,44
180.5,45
181.5,45
182.5,46
183.5,46
184.5,46
185.5,47
186.5,47
187.5,47
188.5,48
189.5,48
190.5,48
191.5,49
192.5,49
193.5,49
194.5,49
195.5,49
196.5,49
197.5,49
198.5,49
199.5,49
200.5,50
201.5,49
202.5,49
203.5,49
204.5,49
205.5,49
206.5,49
207.5,49
208.5,49
209.5,49
210.5,48
211.5,48
212.5,48
213.5,47
214.5,47
215.5,47
216.5,46
217.5,46
218.5,46
219.5,45
220.5,45
221.5,44
222.5,44
223.5,43
224.5,43
225.5,42
226.5,42
227.5,41
228.5,40
229.5,40
230.5,39
231.5,39
232.5,38
233.5,37
234.5,37
235.5,36
236.5,35
237.5,34
238.5,34
239.5,33
240.5,32
241.5,31
242.5,31
243.5,30
244.5,29
245.5,28
246.5,28
247.5,27
248.5,26
249.5,25
250.5,24
251.5,24
252.5,23
253.5,22
254.5,21
255.5,21
256.5,20
257.5,19
258.5,18
259.5,18
260.5,17
261.5,16
262.5,15
263.5,15
264.5,14
265.5,13
266.5,12
267.5,12
268.5,11
269.5,10
270.5,10
271.5,9
272.5,9
273.5,8
274.5,7
275.5,7
276.5,6
277.5,6
278.5,5
279.5,5
280.5,4
281.5,4
282.5,3
283.5,3
284.5,3
285.5,2
286.5,2
287.5,2
288.5,1
289.5,1
290.5,1
291.5,0
292.5,0
293.5,0
294.5,0
295.5,0
296.5,0
297.5,0
298.5,0
299.5,0
300.5,0
301.5,0
302.5,0
303.5,0
304.5,0
305.5,0
306.5,0
307.5,0
308.5,0
309.5,0
310.5,1
311.5,1
312.5,1
313.5,2
314.5,2
315.5,2
316.5,3
317.5,3
318.5,3
319.5,4
320.5,4
321.5,5
322.5,5
323.5,6
324.5,6
325.5,7
326.5,7
327.5,8
328.5,9
329.5,9
330.5,10
331.5,10
332.5,11
333.5,12
334.5,12
335.5,13
336.5,14
337.5,15
338.5,15
339.5,16
340.5,17
341.5,18
342.5,18
343.5,19
344.5,20
345.5,21
346.5,21
347.5,22
348.5,23
349.5,24
350.5,25
351.5,25
352.5,26
353.5,27
354.5,28
355.5,28
356.5,29
357.5,30
358.5,31
359.5,31
360.5,32
361.5,33
362.5,34
363.5,34
364.5,35
365.5,36
366.5,37
367.5,37
368.5,38
369.5,39
370.5,39
371.5,40
372.5,40
373.5,41
374.5,42
375.5,42
376.5,43
377.5,43
378.5,44
379.5,44
380.5,45
381.5,45
382.5,46
383.5,46
384.5,46
385.5,47
386.5,47
387.5,47
388.5,48
389.5,48
390.5,48
391.5,49
392.5,49
393.5,49
394.5,49
395.5,49
396.5,49
397.5,49
398.5,49
399.5,49
400.5,50
401.5,49
402.5,49
403.5,49
404.5,49
405.5,49
406.5,49
407.5,49
408.5,49
409.5,49
410.5,48
411.5,48
412.5,48
413.5,47
414.5,47
415.5,47
416.5,46
417.5,46
418.5,46
419.5,45
420.5,45
421.5,44
422.5,44
423.5,43
424.5,43
425.5,42
426.5,42
427.5,41
428.5,40
429.5,40
430.5,39
431.5,39
432.5,38
433.5,37
434.5,37
435.5,36
436.5,35
437.5,34
438.5,34
439.5,33
440.5,32
441.5,31
442.5,31
443.5,30
444.5,29
445.5,28
446.5,28
447.5,27
448.5,26
449.5,25
450.5,24
451.5,24
452.5,23
453.5,22
454.5,21
455.5,21
456.5,20
457.5,19
458.5,18
459.5,18
460.5,17
461.5,16
462.5,15
463.5,15
464.5,14
465.5,13
466.5,12
467.5,12
468.5,11
469.5,10
470.5,10
471.5,9
472.5,9
473.5,8
474.5,7
475.5,7
476.5,6
477.5,6
478.5,5
479.5,5
480.5,4
481.5,4
482.5,3
483.5,3
484.5,3
485.5,2
486.5,2
487.5,2
488.5,1
489.5,1
490.5,1
491.5,0
492.5,0
493.5,0
494.5,0
495.5,0
496.5,0
497.5,0
498.5,0
499.5,0
500.5,0
501.5,0
502.5,0
503.5,0
504.5,0
505.5,0
506.5,0
507.5,0
508.5,0
509.5,0
510.5,1
511.5,1
512.5,1
513.5,2
514.5,2
515.5,2
516.5,3
517.5,3
518.5,3
519.5,4
520.5,4
521.5,5
522.5,5
523.5,6
524.5,6
525.5,7
526.5,7
527.5,8
528.5,9
529.5,9
530.5,10
531.5,10
532.5,11
533.5,12
534.5,12
